RoadName,RouteType,RoadKey
CAPITOL VIEW AVE,Maryland (State),5652338733935092
N LEISURE WORLD BLVD,UNKNOWN,1856481199271890
SOUTHAMPTON DR,County,9018786734216757
RAMP 1 FR MD 97 NB TO IS 495 WB,Ramp,4092392471515107
RAMP 2 FR IS 495 WB TO MD 650 NB,Ramp,8939037420778539
BATTERY LA,County,3129181041953399
DUMBARTON DR,County,4401688925421599
PARAMOUNT DR,County,494528674379076
STRATH HAVEN DR,County,7816734274803073
PLUMMER DR,County,6490829230990353
RAMP 3 FR MD 200 EB TO MD 97 NB,Ramp,6716149837685248
BODMER AVE,Municipality,6318793809324392
LEVERTON ST,County,4234379542754021
LUTES DR,County,6536206049758362
RAMP 1 FR IS 270 NB TO IS 370 WB,Ramp,5259539476037143
CABIN BRANCH AVE,UNKNOWN,7926926622863466
FRANKFORT DR,County,465013611005790
RIDGECREST DR,County,4978964841633839
BLUNT RD,County,7058121268230524
SUGAR RIDGE TERR,County,8629046952326745
KILKENNY ST,County,9052464428680715
EMORY GROVE RD,County,7527188047537740
RAMP 1 FR RAMP 4 (FR IS495) TO MD 190 WB,Ramp,7318849055634528
CHARLESTON DR,County,1342781089904232
RAMP 8 FR MD 187B SB TO IS 270 WB,Ramp,5196898023115310
WINDING WOODS WAY,UNKNOWN,6120748986848326
STANFORD ST,County,1480456569079913
MANOR CREST LANE,County,195807385816337
HILLCROFT DR,County,5129931892098918
WALKERS CHOICE RD,County,496973435728275
PARKMAN RD,County,7292536038060175
CLUB VIEW DR,County,1575560589675272
S CHELSEA LA,County,934782427955978
COTTON TREE LA,County,3242958104983367
RAMP 8 FR MD 650 SB TO IS 495 WB,Ramp,7036681346790196
TROY RD,County,4241367804753539
HILLWOOD DR,County,1895628103591
OLD GEORGETOWN RD,County,8232332107172023
OBSERVATION DR,Other Public Roadway,4110406044794727
DREXEL HILL CIR,County,4380755027268608
VALLEY BEND DR,County,9457374598142449
SENECA RD,County,597430416548672
495 WEST BOUND,UNKNOWN,4262629596398896
BARRON ST,County,2091080340808900
ROCKBRIDGE RD,County,4362066270530357
NEWELL ST,County,2412113405363361
HEWITT AVE,County,7047314650519630
METRO STATION,UNKNOWN,584529796170284
SUMMIT AVE,County,9284804127063290
HENDERSON AVE,County,2530559705243487
BEECHCRAFT AVE,County,2897172470843166
ONEILL DR,Municipality,7864518901203904
BARNSLEY LA,County,3264145740328768
PROSE ST,UNKNOWN,8272650955964395
SPRINGRIDGE RD,County,2806766146226683
LA DUKE DR,County,5624785280109653
S VAN BUREN ST,Municipality,4878984773465612
SOMERVILLE DR,County,5009750970101959
LOFT LA,County,5780214924061927
CHESTERFIELD RD,County,4868916966953615
SADDLE CREEK DR,County,5315360285473238
BARNESVILLE RD,Maryland (State),2459825020550672
THOMAS LEA TERR,County,2137007743824232
RAMP 4 FR IS 270 NB TO MD 118 EB,Ramp,2130646032429401
KERWIN RD,County,8779080871535733
BLACKWELL RD,County,6820942578618504
QUEEN ELIZABETH DR,County,4912859350565203
LITTLE FALLS PKWY,Government,7152901423023087
POSTOAK RD,County,7061969310804100
OAKLYN DR,County,2208836493983137
ST PAUL ST,Municipality,7107102745458851
OAK LEAF DR,County,8384776779566670
ELLSWORTH DR,County,3784079992626367
APPLE AVE,County,6399875245821297
CLARKSBURG SQUARE,UNKNOWN,6915367159583856
TAMARACK RD,County,6010691268374175
HOLLAND MEADOW LA,County,9273949023432129
TECH RD,County,9541002843903781
DEL RAY AVE,County,3280584622549942
BRUNETT AVE,County,5733824758732267
ARBUTUS AVE,County,483924402541571
CIDER BARRELL DR,County,6962518469249356
PLYERS MILL RD,Municipality,1780836646472960
GERMANTOWN RD,UNKNOWN,5081446441147077
HILLERY WAY,Other Public Roadway,6857651886121255
OAKLAWN CT,County,5170482653128673
WILLOW LA,Municipality,7426656297460012
AUTOMOBILE BLVD,County,5757472221221214
JOPLIN DR,County,1208982426610513
BOSWELL LA,County,5632319297600522
GUE RD,County,4792052341225408
WISSAHICAN AVE,County,6948481509091639
GALT AVE,County,4637557907656939
BURLINGTON AVE,Maryland (State),8288729826735977
WINTERGATE DR,County,7305905721802623
FLEETWOOD TERR,County,8352240410730307
THE HILLS PLAZA,Municipality,4856235301136734
FIELDCREST RD,County,1004382925226854
BONIFANT ST,County,4781471250119685
DILSTON RD,County,986790908540952
GRIDLEY RD,County,2665266578783769
DUTROW DR,County,3435630231220342
BLUHILL RD,County,5037259603634585
VICTORY LA,County,5396627719688348
MAYBROOK PL,County,6129456889813967
PRINCE PHILIP DR,County,1946491247793788
BRADMOOR DR,County,6870145176325801
BRASSIE PL,County,5413378401500130
HAVARD ST,County,5012898007243508
GAINSBOROUGH RD,County,6219119477792057
EVERTON ST,County,2927748635398923
COLUMBUS AVE,UNKNOWN,499694624772599
GROSVENOR PL,UNKNOWN,4892037946942444
PRETORIA DR,County,4081469159943921
IDLEWOOD RD,County,3023521808180190
GOLD MINE RD,County,5267445353019028
FREAS DR,County,2459438918818492
SNOWDEN FARM PARKWAY,UNKNOWN,9947494673837010
FRIENDSHIP BLVD,County,1587364916051065
MARTINSBURG RD,County,2474220786391509
SHAKESPEARE BLVD,County,6024181242625279
ASPENWOOD LA,County,6044320271730004
LINDEN LA,County,1354231642292386
EASLEY ST,County,4328200954830107
LITTLE SENECA PKWY,UNKNOWN,3388853917663749
LONGDRAFT RD,Municipality,639652763708992
NEW HAMPSHIRE AVE SERV RD,County,5058486412119512
STRAVINSKY DR,County,9158383816024973
BERLEIGH HILL CT,County,189019933347657
TOWN COMMONS BLVD,County,6975279771808027
MORNING STAR DR,County,6772482184127831
HANNES ST,County,4332043579989571
CHARLES RD,County,1860410605339495
CEDAR ST,County,6977697247970137
EDGEWOOD RD,County,6649553409135685
DAWSON FARM RD,County,1264173503749593
AVENA ST,County,359483691944145
DUNSINANE DR,UNKNOWN,4805367640680108
MEDICAL CENTER WAY,County,7603470264658198
BATCHELLORS FOREST RD,County,1013419489065089
TIVOLI LAKE BLVD,County,7681883162076219
SECURITY LA,County,9110602490037454
GREYSWOOD RD,County,7603145791777010
CALVERTON BLVD,Other Public Roadway,3692346549419265
FAIRDALE RD,County,6932044593464603
PRELUDE DR,County,7324303938879958
AVENEL RD,County,7782706804900520
PICCARD DR,Municipality,429398799781299
LINDALE DR,County,5629237343657284
RUSSETT RD,County,6747900215202149
BILLINGTON RD,County,4681023104525621
WANEGARDEN DR,County,5373366173969665
LITTLETON ST,County,1060796403865855
BANK ST,Municipality,4167580005715512
HORNBEAM DR,County,7244372065428235
CLEVELAND DR,County,6906801952809981
MUNSON ST,County,3619793307534148
CHRISTY DR,County,2158171825456919
CRICKET HILL DR,County,2312049995792311
FERN ST,County,6210216168386497
CLARKS CROSSING RD,Other Public Roadway,3152708804833861
HAYDEN DR,County,6605108084784536
BRADDOCK RD,County,7078333599766531
LINTON ST,County,4409954389055080
NATIONAL DR,County,7904984373096883
ROCKY RD,County,6808719852700243
FINCH ST,County,1368953388745756
LIVINGSTON ST,County,1059955171301839
TROLLEY CROSSING CT,County,8749291885499711
61ST ST,County,9207861905429090
LAMBERTON DR,County,1774931530038711
HAYWOOD DR,County,2851660978900084
BALTIMORE AVE,County,4775293044512050
BLACKISTONE RD,County,303448079699240
DOUGLAS AVE,County,5689964792256396
WILKINS AVE,County,6945487235909088
WOODBURN RD,Municipality,1092478051705155
W EDMONSTON DR,Municipality,64056293272559
CORK TREE LA,Other Public Roadway,5465479392191679
RAMP 3 FR IS 495 EB TO MD 650 NB,Ramp,2691345148329002
MANCHESTER RD,County,5652682227051151
GLENN MILL ROAD,UNKNOWN,6063705537079889
RAMP 4 FR IS 270 NB TO MD 189 EB,Ramp,5791040029389295
HALPINE ROAD,UNKNOWN,6327010532002232
LAKE FOREST BLVD,Municipality,3327713842456187
HOLLY GROVE RD,County,4672268704871294
BUREAU DR,Municipality,1616113921936785
SNOUFFER SCHOOL RD,UNKNOWN,9675654490781249
GRIDLEY LA,County,8289334928907604
WATER ST,Municipality,4429047792269295
FARM HAVEN DR,Municipality,390748726020669
TOURNAY RD,County,4369987644227157
RAMP 1 FR RAMP 4 (FR IS270) TO MD 189 WB,Ramp,7454899417926453
TULIP AVE,Municipality,5107406751139935
CHAPMAN AVE,Municipality,5897261849085221
SETTLERS LANDING WAY,County,9214789225209621
WELBECK WAY,County,2552509831382841
MONTGOMERY VILLAGE AVENUE,UNKNOWN,2300230295513662
LAKELANDS DR,Municipality,2865061480333766
PARK RD,Municipality,9748483689354519
E DEER PARK DR,UNKNOWN,2255987118014152
SCHRIDER ST,County,5485176100790086
ROYAL FERN PL,UNKNOWN,6239788655200817
HILTON AVE,Municipality,8743086546284143
E DIAMOND AVENUE,UNKNOWN,8082273965887024
DIAMONDBACK DR,County,8991346209285640
1400 VEIRS MILL ROAD,UNKNOWN,5657322346609871
S PARK AVE,Municipality,6096581010243840
DURBIN TERR,County,9293353113849640
FIRST ST,Municipality,3947054821824086
ROTHGEB DR,Municipality,7110376592097078
MASON DR,Municipality,5785815193788943
ARMISTEAD RD,County,4133222265578611
SNOUFFERS SCHOOL RD,UNKNOWN,3390757440746676
POPLAR AVE,Municipality,8133329432262187
KING FARM BLVD,Municipality,472144109458222
SHERIDAN ST,Municipality,9559764591014812
DENHAM RD,Municipality,8529045529330536
BEECH AVE,County,9681122113319288
AVERY RD,Municipality,7818277790469798
KEOKUK ST,County,3288689332838570
DOGWOOD DR,Municipality,4688812396467422
BARITONE CT,UNKNOWN,135564237159824
ORCHARD WAY S,Municipality,5291459699038712
GRAND CHAMPION DR,Municipality,361013583321116
WATKINS MILL RD,UNKNOWN,1938222096180650
VEIRS DR,Municipality,1319184484692454
RAMP 5 FR MD200A SB TO SHADY GROVE RD EB,Ramp,9705141036835153
CROWN PARK AVE,UNKNOWN,1537565071070252
MEADOWBROOK LA,County,4577365823599854
LEIBIG RD,County,8772924609373785
BRIGHTON DR,Municipality,8923345721977266
ANNE AVE,Municipality,3110419192540715
BEACH DR,Government,3529109164558297
BLACKWELL RD,Municipality,181050623446706
EASTMOOR DR,County,9178202803942237
IVY LEAGUE LA,Other Public Roadway,4811025860105747
AZALEA DR,Municipality,1518438375037947
HARROGATE RD,County,744915274979912
N. LEISURE WORLD BLVD.,UNKNOWN,1671765289091388
SHOREFIELD RD,County,4464109378363434
READING AVE,Municipality,8721903659491983
MONROE PL,Municipality,2899333768589849
MONTGOMERY AVE,Municipality,4869777120178472
COCKERVILLE AVE,Municipality,3500304983203968
MINSTREL TUNE DR,County,7174764626684549
SADDLE RIDGE LA,Municipality,8741451325715638
BURDETTE FOREST,UNKNOWN,9625461790699377
STRATTON DR,Municipality,2570229447265244
OSAGE ST,County,7566111654273963
NICHOLSON LN,UNKNOWN,7455354000395616
AVON DR,County,5347449523291171
FLOWER AVE,Municipality,8811697043387388
ORCHARD WAY N,Municipality,6547413623498887
DOMER AVE,County,4292454676744532
NEW HAMPSHIRE AVE SER RD,County,298217734244670
BURDETTE RD,County,1623886391800432
SAYBROOKE OAKS BLVD,Municipality,3597190969653484
7000 CARROLL AVE,UNKNOWN,4648067275450371
ST LAWRENCE DR,County,1265991377557867
GREAT FALLS RD,Municipality,5531214789593486
PORTER RD,County,2818799593526085
PARHAM RD,County,4261687696028246
SILVER ROCK RD,Municipality,6721007125597367
SENECA CROSSING DR,County,9455726126956988
GARDEN GATE RD,County,6203435593973223
OLD SPRING RD,County,8231974112183479
KENTSDALE DR,County,1423562231865144
ARBOR VIEW RD,County,5601589631054284
WADE AVE,Municipality,7744156366760616
COLLEGE PKWY,Municipality,1064136202889963
EDGEWOOD AVE,County,1386261976263559
WOODGLEN DR,County,3037026431816804
HILLSTONE RD,Municipality,1533718935344289
DRUMM AVE,County,2166305307747164
BROADWATER DR,County,9188082946748954
SNOWDEN FARM PKWY,UNKNOWN,4594567945022402
ELMCROFT BLVD,Municipality,5681360600180645
NORTH GATE DR,County,6492767750117191
STEWART AVE,County,8364379316918717
STALEYBRIDGE RD,County,512209308474532
POPLAR RUN DR,UNKNOWN,8160195830826232
COTTRELL TERR,County,5358946201822275
GEORGIA ST,Municipality,3398715186551200
GAME PRESERVE RD,County,8861467402131903
ERSKINE ST,Municipality,7579156542115117
FLEMING AVE,County,2846806789194217
HILDAROSE DR,County,25491205764970
WINGED ELM DR,County,4846439663155209
COLLINGWOOD TERR,County,8048493313072525
DUFIEF DR,County,9377418952443664
PINNACLE DR,County,9422128303860657
MALLORY PL,County,1090665824509351
GARRETT PARK RD,County,8516290356596436
ANDREW ST,County,2322316254735313
BELTON RD,County,4522876698415165
MONTROSE AVE,County,6923149461385728
RAMP 7 FR RP 2 (FR IS495 WB) TO 193,Ramp,346313872192260
FOREST GLEN RD,Maryland (State),5862077908373160
MCDONALD CHAPEL DR,Other Public Roadway,4558353332967906
NORBECK BLVD,UNKNOWN,1413636423184299
DARROW ST,County,8767237868588733
STATESIDE DR,County,3317978597374817
RAMP 4 FR RP 1 (FR 200A NB) TO MD 200 EB,Ramp,5708965987912789
LONG CORNER RD,County,1049747466256350
DICKERSON RD,Maryland (State),3525036235778673
ASHLEIGH GREENE RD,County,4175892639972726
DAIRYMAID DR,County,9321910576946895
BETHESDA CHURCH RD,County,4258920480591964
GATEWAY CENTER DR,County,6273834722993472
CIDER BARRELL DR,Other Public Roadway,6511587046688572
LYDIA ST,County,955233244028625
BROADMORE RD,County,1822319689920498
ASHLEIGH WOODS CT,Other Public Roadway,8714468785281421
MILLS AVE,County,6575288555646732
GRUENTHER AVE,Municipality,5435531320930683
MARSHALL AVE,County,2265678523014893
HAWKES RD,County,5163548086341868
BRADFORD RD,County,5413236266516813
CAMDEN ST,County,857310018618550
TOMLINSON AVE,County,906852140762538
GREENWOOD AVE,County,4990646136902631
GAITHER RD,County,6627320049035755
S WASHINGTON ST,Municipality,2683063511284387
RAMP 9 FR IS 370 EB TO SHADY GROVE RD SB,Ramp,6513821214898975
HITCHING POST LA,Other Public Roadway,7799577070695880
MARTINS LA,Municipality,3467675983802968
GREAT ARBOR DR,County,1903287027994428
FERNHILL RD,County,1307992758947395
GAIL ST,County,6635266127385165
MARYLAND AVE,Other Public Roadway,1672314631736135
FLOWER HILL WAY,UNKNOWN,4839482812943474
W MONTGOMERY AVE,Municipality,2103706716523541
CINNABAR DR,County,7948495152630905
TURNMORE RD,County,3462275352465431
SILO WAY,County,3281840271140629
BUBBLING SPRING TERR,County,3987358870604916
MIDLINE RD,Municipality,2396011917421201
KENT ST,County,8208982618437546
BRIARDALE CT,County,8616083421824998
AUTUMN TRAIL DR,County,8302432224594269
W BEXHILL DR,County,532652355549830
BOILING BROOK PKWY,County,2045585897669651
GOLDSBOROUGH DR,Municipality,7806453398456678
RAMP 1 FR MD 355 NB TO IS 370 WB,Ramp,1578707712658844
GLENWOOD RD,County,2873966769841044
SENECA MEADOWS PKWY,County,3427828101719721
NAHANT ST,County,241925761688308
CLARA BARTON PKWY,Government,7041761832049824
DOVER RD,Municipality,9736246921299519
FRIENDSHIP BLVD,Municipality,1002146170064683
NORTH SUMMIT DRIVE,UNKNOWN,6963992441427413
URBANA DR,County,9725373190735046
WINDSOR MANOR LA,County,4763667701245475
EMORY LA,County,4924141905512604
SILVER CREST DR,County,3079787656395263
THORNDEN RD,Municipality,870222246709583
LYNWOOD PL,County,8991689735436819
LEE AVE,UNKNOWN,1875461058708501
TERRACE DR,County,9902476033719505
EDISON PARK DR,Municipality,3290016118065919
HICKORY SPRING LA,County,243725054491752
VITAL WAY,County,8093437649660850
MIDDLEBORO DR,County,2704169175861124
HERITAGE HILLS DR,County,8701421280069368
RAMP 7 FR IS 495 WB TO MD 650 SB,Ramp,1285099235615937
CENTERHILL ST,County,5143842815755258
PINEWOOD RD,Municipality,3098914701615812
WARREN ST,County,6514793670727023
E DEER PARK DR,County,7302831246371368
HAMILTON SPRING RD,County,1775826509649832
FARRAGUT AVE,Municipality,5697051476642645
ROCKLAND RD,Municipality,1128629222807375
NEWCUT RD,UNKNOWN,9253216062323837
BEAVERCREEK LA,County,8728214127602945
ROBIN RD,County,6876092089346463
BARKWOOD DR,County,7445167838315650
MACDUFF AVE,County,2675208025576405
KENNEWICK AVE,Municipality,3917582711884752
NEOLA RD,County,9167493296256022
ROSEMONT DR,County,8187619369554176
RAMP 4 FR IS 495 NB TO MD 190 EB,Ramp,1202240123009896
CHALET DR,UNKNOWN,1622426844758058
UNIVERSITY BLVD,Maryland (State),8092984920977303
GARAGE LOCATED AT 22533 EGRET WY,UNKNOWN,5649280800898747
GOOD HOPE DR,UNKNOWN,7399094401933214
AUBURN AVE,County,6791031832890826
WATERFORD HILLS BLVD,County,1142686273439953
ADRIAN ST,County,3396284718900707
FALLBROOK ST,Municipality,1041128944010620
QUINTON RD,County,948887674349465
CABANA DR,County,733692957395349
GROSBEAK TERR,County,155620613358770
ELBY ST,County,1780341633132660
FOREST GROVE DR,County,2810032324871411
WEEPING WILLOW DRIVE,UNKNOWN,324693991715664
LEGEND OAKS DR,County,6476425726371966
NORVALE RD,County,2854081966568218
AMBLESIDE DR,County,5154932574174151
CASHELL RD,County,7800599949341297
EDWARDS FERRY RD,County,3340753131918433
GARLAND AVE,County,8439693908848016
BUSH HILL RD,County,5348174442366164
WHEATFIELD DR,County,470401954611548
ISBELL ST,County,8211707324708637
WENDY LA,County,2793625286096391
GEREN RD,County,7751970552533162
LEEDS HALL DR,County,2338672721610631
HOLLYWOOD AVE,County,4051256763567730
DEFOE ST,Municipality,6479864348212339
VALLEY VIEW AVE,County,11849605440805
BRIARDALE RD,County,8853522816515471
WALNUT AVE,Municipality,3086753516952548
KERSEY RD,County,9413004039934168
CHICAGO AVE,Municipality,4973297155654211
WILDCAT RD,County,9659642450719251
BROSCHART RD,County,513696125480133
E WAYNE AVE,County,472981662922506
PRICES DISTILLERY RD,County,5898416895017788
RADNOR RD,County,9908934321262107
CLARIDGE RD,County,7619078262053672
FRANKLIN ST,Municipality,2969494739513329
RALPH RD,County,551801090528572
RITCHIE AVE,Municipality,3012763103583549
HIGH ST,Maryland (State),803196223185448
PATTON DR,County,8103774222672743
WICKHAM RD,County,7158034199431539
GLENMONT CIR #1,Other Public Roadway,9093749319246643
BYRON ST,County,6323310152455702
CARTER MILL WAY,County,9140182999023903
BENTLEY PARK DR.,UNKNOWN,4161596269261562
MONTY CT,County,9875789271698615
KENSINGTON BLVD,County,4287403740196037
WIMBLEDON DR,County,2738343942535274
CODY DR,County,1360899930764568
ROCKING HORSE RD,County,5808499484212181
NEWCUT RD,Other Public Roadway,9387449069561921
MAPLE LEAF DR,County,8113464509322034
SHANANDALE CT,County,8594904405843723
CRYSTAL ROCK DR,UNKNOWN,8456886977405336
ROCKY GORGE CT,County,1432107299918132
NORTON RD,County,362248141425561
ROSECREST DR,County,4035926617889605
ROBEY ROAD,UNKNOWN,4372072766334174
HAMMOND AVE,Municipality,7562985554296203
W MIDDLE LA,Municipality,4406494213411308
WOODFIELD SCHOOL RD,County,7284454571639740
NEWCUT RD,County,5755436671242355
BROADWAY AVE,UNKNOWN,40091464872786
OLNEY SANDY SPRING RD,UNKNOWN,241697516438306
QUAIL VALLEY BLVD,County,9717026273207682
LONE OAK DR,County,7602942576255838
ATLANTIC AVE,Municipality,2929428663140025
HASKIN PL,County,4721179310505209
LOCKSLEY LA,County,9312629998805686
NORRIS DR,County,9925452181626162
WHITTIER BLVD,County,9106245859116521
RAMP 6 FR IS 495 EB TO MD 650 SB,Ramp,2044285072841412
CORPORATE BLVD,County,71650388966018
PARK VALLEY RD,County,9807426320722634
STONEBRIDGE VIEW DR,County,1301892055057638
HANCOCK AVE,Municipality,5225929211288754
TAUNTON DR,County,6104441421100822
POLYNESIAN LA,County,5547241208277424
CURRIER DR,Municipality,4566038735459261
S HORNERS LA,Municipality,7360397553502342
SERPENTINE WAY,County,5720797467869675
WELBORN DR,County,6160799161821448
GATEWOOD AVE,County,147586131635781
CRAWFORD DR,Municipality,4854268650626179
APPOMATTOX AVE,County,6497133827885532
