RoadName,RouteType,RoadKey
RAMP 6 FR SHADY GROVE RD EB TO IS 270 SB,Ramp,523615619173073
KINGSVIEW RD,County,8045346917099067
ENT TO ARMY PX SHOP,UNKNOWN,835016209691814
RAMP 6 FR SHADY GROVE RD EB TO MD200A SB,Ramp,3902158099544627
RAMP 5 FR MD 650 SB TO IS 495 EB,Ramp,1587366565875016
LOCKSLEY LA,County,5913751567727321
ATTLEBORO RD,Other Public Roadway,7528290134711656
SULLNICK WAY,UNKNOWN,8751503275654120
MARYKNOLL RD,County,511772439397045
GUY CT,Municipality,9431981336540882
WOODLAND RD,Municipality,5454055462521928
N&S MEADOW FENCE RD,County,1604328241582209
SPUR FR MD 124,UNKNOWN,8217844907589570
SIDNEY RD,County,2200718948184726
HOLLY RIDGE RD,County,1110823655210340
ANCIENT OAK DR,County,1217180217542078
SPUR TO/FR THISTLEBRIDGE DR,UNKNOWN,2691538099313738
BRADLEY BLVD,County,1898173932684245
HAWKESBURY LA,County,3984537417300084
SEVERNDALE TERR,County,8391293934202964
DEVILWOOD DR,County,7492989540791933
PIPING ROCK DR,County,957030086898295
ST MARGARETS WAY,County,1179783341131319
BARDON RD,County,1359261994525632
GARLAND AVE,Municipality,7248835168364805
KINGSTEAD RD,County,2793016530345470
ARCHDALE RD,County,5240237303129498
CODDLE HARBOR LA,Other Public Roadway,2211272017449219
EAST GATE DR,County,5579138020141207
SPLIT ROCK LA,County,5640584471974903
CARONA DR,County,3869101586173536
WYACONDA RD,County,9454321697263676
GAME PRESERVE RD,UNKNOWN,2679960287167179
LIMETREE RD,County,3318425581357
R/R #CSX 140 511 V,UNKNOWN,3760003233593411
HIGH GABLES DR,UNKNOWN,2122708206896623
HEATHSIDE WAY,UNKNOWN,8740696053035676
ARGYLE ST,Municipality,1215367270482457
GIST AVE,County,8316392878101489
TRALEE TERR,County,263978871213288
WAGON WAY,County,2656618826320477
BROOMALL LA,County,7801409889589755
ENT TO FEDERAL PLAZA SC,UNKNOWN,4730880974629566
WATKINS CIR,Municipality,490090961293901
ENT TO WALTER JOHNSON HIGH SCHOOL,UNKNOWN,6563761067247336
SHERATON ST,County,811491394242307
CAPRICORN TERR,County,4777171547707764
THOMAS DR,County,7474642067676910
CHESTERWOOD DR,Other Public Roadway,7873128350123939
EXIT #39,UNKNOWN,3996071268644471
NORTON RD,County,3371916509490250
NEVIS RD,County,2455460279694515
RAMP 4 FR MD 182 NB TO MD 200 EB,Ramp,578936748850549
HOWARD CHAPEL DR,County,2174211612954725
POTOMAC STATION LA,County,8612339268950941
ROSEMONT DR,County,6104512550887217
COVERED WAGON WAY,County,2816264987496132
DANVERS ST,County,7088730369675122
DINSDALE DR,UNKNOWN,1345312739901150
CHAPEL HILL RD,County,1710506693206937
WMATA BUS LOOP,UNKNOWN,6643412886688661
FOX ST,County,9518027490083838
WHITEHAVEN RD,County,3854530352961563
GAYNOR RD,County,697450017919040
NONE,UNKNOWN,9948286571111931
FINEGAN FARM DR,County,3926391630013359
CONEFLOWER WAY,County,5411989068277923
SUNSET DR,Other Public Roadway,5939735858106432
STRUC #15063 ROCK CREEK,UNKNOWN,1784503181568372
ENT TO GEORGETOWN PREP. SCHOOL,UNKNOWN,510158430362363
SUMMER OAK DR,County,5282838661582071
EXIT #31,UNKNOWN,3227004170608335
BUTTERWICK WAY,County,113151656156035
CORPORATE BLVD,Other Public Roadway,9079087456764461
KENDALE RD,County,8443511256915578
CHOKE CHERRY RD,Municipality,9657622096654848
SOUTH BROOK LA,County,859248516109618
KENBROOK DR,County,9733073828230629
CORAL GROVE PL,UNKNOWN,2645044110263695
CIDER PRESS PL,Other Public Roadway,3768276183464257
FALLING LEAF WAY,County,4545656650939015
CHURCHILL DOWNS RD,County,7810550655332752
CARROLL AVE (BACK),Maryland (State),2647799757622344
FENWAY DR,County,2052563509840374
ENT TO SHADY GROVE MIDDLE SCHOOL,UNKNOWN,9512201709318453
MEADOW MIST RD,UNKNOWN,651714955737647
RAMP 7 FR MD 190 TO RAMP 11 (TO IS495),Ramp,3016219771175227
STILLWATER AVE,County,6252066536640719
QUEENSTOWN LA,County,5142888849529070
END C/D LANE (SB/L),UNKNOWN,8012662098940284
CAVANAUGH DR,County,8282144325195496
WOODLAND AVE,Municipality,3362220510126412
MARSHALL AVE,Municipality,3362371605579890
WHITES FORD WAY,County,6295273938974291
BESLEY CT,Other Public Roadway,9744625075554169
SPUR TO SAM EIG HWY,UNKNOWN,7399784023685838
RAMP 4 FR BRIGGS CHANEY RD TO MD 200 EB,Ramp,4991849920046045
GLENDALOUGH RD,County,5102265604771770
E PARKHILL DR,County,1673762666593615
FERRARA AVE,County,4705353737830373
SHAGBARK DR,UNKNOWN,3209761068804991
BRADLEY AVE,Municipality,4094213025604991
RAMP 9 FR RAMP 1 TO BRIGGS CHANEY RD EB,Ramp,5439344290395988
LEXINGTON CT,Municipality,4974253567234051
RAMP 6 FR IS 495 EB TO MD 187 SB,Ramp,9940346461937018
STRATFORD GARDEN DR,County,6886873895763889
GREAT FALLS RD (AHEAD),Municipality,6974378147359885
QUEENSBOROUGH DR,UNKNOWN,1750838989560069
NORTH FARM LA,Municipality,4927218904647789
MYLOTT ST,County,1922705629929702
OAK DR,County,4285734277140179
GEORGIAN WAY,Other Public Roadway,7957789983020527
JANET RD,County,5890639687359412
GREGORY ST,County,3494576314721720
EDMONSTON,UNKNOWN,8873862995286902
MONTROSE RD,UNKNOWN,4554055077814551
ENT TO BOYDS POST OFFICE,UNKNOWN,8207678303643312
ENT TO APTS,UNKNOWN,896401397751295
ORCHARD AVE,Municipality,7513562504642485
HOWARD CHAPEL RD,County,6227746261432453
BROOKEVILLE RD,County,6519909765463382
FOUND STONE RD,Other Public Roadway,6513434490137730
RAMP 6 FR RP 3 (FR MD200 EB) TO MD650 SB,Ramp,1573503175488191
LENOX RD,County,8330056649091264
BALLARD ST,County,7907720108506887
FREDERICK AVE,UNKNOWN,9318181347337085
FALCON PARK LA,UNKNOWN,6955863615702381
HOMELAND DR,County,7970049095086216
HUGHES RD,Municipality,7104489639461640
RAMP 1 FR IS 270 NB TO MD 117 WB,Ramp,457201288438442
ENT TO MIDDLEBROOK SQ SHOPPING CENTER,UNKNOWN,804473891259173
NEWTON ST,County,3225871788710930
RUTGERS ST,Municipality,4531436635894315
ENT TO PARK & RIDE,UNKNOWN,1552376590205181
R/R #CSX 140 480 Y,UNKNOWN,4542266168443211
E DEER PARK DR,Municipality,4613328737476749
SLADE SCHOOL RD,UNKNOWN,262495088146148
NATIONAL DRIVE,UNKNOWN,4135623681789450
STRUC #15009 NORTHWEST BRANCH,UNKNOWN,8629569927567481
WILTON OAKS PL,County,8852916658057578
OLD COLUMBIA PIKE (BACK),Maryland (State),463063567534828
FISHERS LA,Other Public Roadway,2211363133477265
RYLAND DR,County,2480831238734810
BARN RIDGE DR,County,380748473379333
RAMP 2 FR IS 270 TO RAMP 9 (TO MD 187B),Ramp,1119681909076089
CARROLL AVE,Other Public Roadway,404532066906295
STRATFORD RD,County,7976118510671085
MEETING HOUSE RD,County,7873834591307118
RAMP 4 FR MD 650 NB TO IS 495 EB,Ramp,9649119129417744
MCCENEY AVE,County,1843891028405792
LINDENWOOD DR,County,3216042419213695
DAMASCUS BLVD,County,7223074530694149
RIDGE HEIGHTS DR,County,9501221602779980
AUBURN AVE,UNKNOWN,2194152004209211
RAMP 6 FR IS 495 EB TO MD 650 SB,Ramp,6989690572086953
BALD CYPRESS DR,County,766063813360037
NATIONAL DR,UNKNOWN,4098180633014704
RICHARD MONTGOMERY DR,Municipality,5305600155881109
HACKAMORE DR,County,8555059990933463
TUCKER LA,County,9197660225089261
MAGRUDER KNOLLS CT,UNKNOWN,7260752710552406
BYRNE PARK DRIVE,UNKNOWN,4938251814673963
STONEYCASTLE ST,County,4278872037301195
CAPE MAY RD,County,1498696276676245
ENT TO MUDDY BRANCH SQUARE,UNKNOWN,2024916448567257
MELINDA LA,County,4763628939394707
THOMAS ST,Municipality,5771522017130721
8500 PINEY BRANCH AVE,UNKNOWN,6568671120695362
DUVALL DR,County,2310711971932448
BYRON ST,County,8784344780018457
E JEFFERSON STREET,UNKNOWN,1609119947257109
SPUR TO MD 97,UNKNOWN,3274206989013520
MULLINIX MILL RD,County,9016977523993377
CHRISMAN HILL DR,County,6393289475836347
DOCENA DR,County,4375463655015274
GOSHEN MILL CT,County,5386871857414710
ROSEMERE AVE,County,6343734558054534
HYDRANGEA PL,UNKNOWN,7619699580024443
LARCH AVE,Municipality,2154134094064710
EXIT #28,UNKNOWN,7635096836134489
BEL PRE CT,County,7166405604750410
N/A,UNKNOWN,3414462106908637
WATKINS MILL RD (AHEAD),County,3379377650014683
CEDAR TREE DR,County,245583501782842
MAYHEW DR,County,9284849189975319
FOUNTAIN CLUB DR,Other Public Roadway,7151198183603881
EARHART CT,County,3906154930115350
ENT TO MID-PIKE PLAZA,UNKNOWN,269281481102146
INSPECTION HOUSE RD,County,2762376030718433
STONEHAM RD,County,6499977516096369
STRUC #15015 ROCK CREEK,UNKNOWN,7365976597013721
RAMP 8 FR US 29 SB TO MD 200 WB,Ramp,1098040721962659
BRYAN RD,Other Public Roadway,2586595379933376
CONGRESSIONAL PKWY,County,1116943157051776
BROOKVIEW DR,County,2352402511152322
OLD CHESTER RD,County,5291233805112348
HUMMINGBIRD TERR,County,3362661439052753
SINNOTT DR,County,8456458790001123
A ST,Municipality,7585104477186254
MT PLEASANT AVE,County,1480188368836194
CHESTER MILL RD,County,6339823052022445
ESTHER CT,County,4463289064716014
ENT TO QUINCE ORCHARD PLAZA SHOPPING CTR,UNKNOWN,4724674164507722
PINEBROOK DR,County,2076271950598231
BURLING RD,County,9175533018957267
VALLEY RD,County,2542297278685859
MOUTH OF MONOCACY RD,County,6515137312100551
STRUC #M0205 METRO ACCESS RD,UNKNOWN,6670382851177726
NATIA MANOR DR,County,136198313625921
BUTTERNUT DR,County,5052210682963203
WHITE PEACH CT,County,4898964055346988
CELEBRITY LA,County,5625360238568406
AUTUMN BROOK AVE,UNKNOWN,1889057131119980
OLD MD 28,Maryland (State),6306767589844135
OLNEY MILL RD,County,1344048036110778
RAMP 7 FR MD 117 WB TO RAMP 6 (TO IS270),Ramp,7644146848388711
EXFAIR RD,County,5412504154420951
COOL GARDEN WAY,UNKNOWN,3887614838322838
HILLENDALE FIRE DEPARTMENT,UNKNOWN,5300770198415629
N ADAMS ST,Municipality,9159535810319400
COMMERCE SQUARE PL,UNKNOWN,631219762103709
COLUMBUS AVENUE,UNKNOWN,1173450636100232
RAMP 1 FR US29 NB TO BRIGGS CHANEY RD WB,Ramp,6265293414696586
WHITTINGTON TERR,County,9041935825085776
LIGHTHOUSE MINISTRIES,UNKNOWN,7543186297779635
INDUSTRIAL PKWY (AHEAD),Other Public Roadway,2474584553105669
FOGGY LA,County,7607728549504153
ALPINE VALLEY CT (ENT TH),UNKNOWN,9651816897197408
MARBURY RD,County,4788159140700128
KRAMER ST,County,4453225235503019
DELFIELD ST,Municipality,1821625242754852
WABASH AVE,UNKNOWN,8794071081648484
MCLANE CT,Municipality,9670684934384243
AMBERLEIGH TERR,County,6674613842646727
WILDWOOD RD,County,3290279122725569
OREBAUGH AVE,County,1952013990215893
MORTON HALL RD,County,4547714631853281
REDWING RD,County,7560864733341828
CROWNSGATE WAY,County,4626074634478728
RAMP 8 FR MD 355 SB TO IS 370 WB,Ramp,3239511776157385
GRANT ST,County,9717460574675523
SUFFIELD DR,Municipality,173855322615158
RAMSGATE RD,County,2723292743427532
KENT ST,Municipality,4835401043483319
WYNNFIELD DR,County,2608194713064464
EVANS PKWY,County,1440290502691320
ENT TO LAYHILL PARK,UNKNOWN,1793290470607453
SMITH VILLAGE RD,County,7095985289734168
COUNTRY RIDGE DR,UNKNOWN,5021949167723418
STONEBRIDGE VIEW DR,County,3950102075913398
AMESFIELD CT,County,5980877254450051
INGRAM TERR,Other Public Roadway,9296387185355189
RAMP 6 FR MD 117 EB TO IS 270 SB,Ramp,1724927062103168
GLENBROOK RD,County,7977593021890841
PREAKNESS DR,County,8630790159084074
CHERRY AVE #2,Municipality,986663536572315
HILLCREST DR,Other Public Roadway,3407299461191518
GOSHEN HUNT LA,County,8079358898110243
CALLANDER DR,County,6081951230492966
OAK LA,Municipality,4964922472748064
LOCUST GROVE RD,County,4497651537622044
BURTONSVILLE DR,County,9733260666900481
SOMERVILLE DR,Other Public Roadway,6202532576867636
LISA DR,County,5874221948880507
RAMP 1 FR MD 650 NB TO MD 200 WB,Ramp,2964489340893478
MISTY MEADOW TER,UNKNOWN,8366215174409145
EQUESTRIAN LA,County,6157464442507956
NEW ST,UNKNOWN,1170772295798833
SPUR TO CO 3234,UNKNOWN,452463283266817
MELVIN ST,UNKNOWN,8651549873877502
KENTON DR,County,9410417008349347
SWEEPSTAKES RD,County,1604074431480457
BAY POINT PL,County,8796127342562181
ENT TO SEMINARY PLACE SHOPPING CENTER,UNKNOWN,7059924463913960
MEVRILEE LA,County,9978765162274288
HARMONY HALL RD,Municipality,322004209977152
WELSH DR,Municipality,7910286570959567
SHERVIEW LA,Other Public Roadway,944247129250096
ALTA VISTA RD,County,9182464460228314
NO NAME,Government,8698554550082811
ORIENTAL ST,County,7388481258135511
NEW YORK AVE,Municipality,2187135690891488
ST DUNSTON LA,County,9243958482499824
FAROE PL,County,6171714291460425
BROOKMOOR DR,County,9030671300949150
MCGOVERN DR,County,4409304196669915
PURDUM RD,County,2297380106574575
7500 BLK MAPLE AVE,UNKNOWN,124376332174832
BEGIN BRIDGE IN VIRGINIA,UNKNOWN,5087263916994720
PINEDALE DR,County,7110460825631064
WATERTOWN CT,County,2061129815422636
WHITES STORE RD,County,2449338517765350
MAPLE VIEW DR,County,1918355893812391
RAMP 3 FR MD 124 EB TO IS 270 NB,Ramp,4685377685377156
ENT TO APARTMENTS,UNKNOWN,2818494920659846
GOSHEN SCHOOL RD,County,9821354506697169
DICKERSON SCHOOL RD,County,8726976762195023
ANTARES DR,County,3457216414913442
TACK HOUSE CT,County,2888241666947653
MORROW DR,County,8805833163460236
NO NAME,Other Public Roadway,1852279896319342
SELLMAN RD,County,5116943431159940
GREYROCK DR,County,1130103055637992
MENDEN FARM DR,County,6303553597259172
IN CORP LMTS TAKOMA PARK,UNKNOWN,1917864160383177
ENT ONLY TO WHEATON METRO,UNKNOWN,8612632878145998
SPUR TO MD 410,UNKNOWN,6077969080120043
APPLEWOOD LA,County,9024435311284934
REDGRAVE PL,County,2383438588296552
EDWARDS FERRY RD,County,1260108237872117
ENT TO ST. FRANCIS OF ASSISI CHURCH,UNKNOWN,4766358556590012
RAMP 7 FR RAMP 2 (FR IS 495) TO MD 97 SB,Ramp,4018309907741871
TOWNE RD,UNKNOWN,7959524991845163
BLAIR RD,County,5396589026500562
FLINT HILL RD,County,2262276708157939
ARCTIC CT,County,2170049748770899
EAST AVE,County,7137598251772783
CHASE AVE,County,3121826758356454
LINDENHOUSE RD,County,6750339716355558
SPUR TO US 29,UNKNOWN,268770696466890
HATTERAS WAY,UNKNOWN,3304940145588961
SELKIRK DR,County,6936329809297049
DUNLOP ST,County,1991419697605557
LOCUST HILL RD,County,2473091572890000
MOTOR CITY DR,County,1338013089761889
PEARL ST,County,8190432855803153
WALKER AVE,Municipality,2481678434171286
MOLECULAR DR,County,9166942534617802
MITSCHER ST,County,96838855049954
VEITCH LA,County,9230392061759138
WESLEY CT,Municipality,3648626162448514
HIGH POINT DR,County,8122690300185201
LA GRANDE RD,County,1990900041951963
RAMP 5 FR MD 187 SB TO RAMP 4 (TO IS495),Ramp,5081723985568651
RAMP 2 FR IS 495 WB TO MD 193 NB,Ramp,6457806770453542
TAYLOR ST,Municipality,9724345653840472
ADAMS DR,County,3598064012334404
COOLIDGE AVE,UNKNOWN,975844256683454
RAMP 8 FR IS 270 SB TO MD 124 WB,Ramp,1897122595239468
FRONTWELL CIR,County,3544460829261059
CASE ST,Municipality,9326233047091429
SPUR TO CEDAR LA,UNKNOWN,7590307260951451
SHAWNEE LA,County,2487582702548598
RAMP 3 FR IS 370 EB TO MD 355 NB,Ramp,7200919416098687
APPLEDOWRE WAY,County,1950531025991496
RAMP 4 FR MD 97 NB TO MD 200 EB,Ramp,7068864924111812
LEGATO WAY,UNKNOWN,9004704675030847
HOLLOW GLEN PL,UNKNOWN,2377670045645130
DAMERON DR,County,1089628855624532
GREENEL RD,County,974556242425634
GREENLANE DR,County,6545998618347167
ENT TO DAMASCUS HIGH SCHOOL,UNKNOWN,9478448029286068
BUTLER RD,Other Public Roadway,9643233145601868
ENT TO GEORGETOWN SQUARE SHOPPING CENTER,UNKNOWN,4955013258315747
MCKENNEY AVE,County,5972694419657156
HARPER DR,County,2962527979540864
APPLE AVE (BACK),County,7081191216288679
SPUR TO ODENDHAL AVE,UNKNOWN,4496708843213606
DETRICK AVE,Municipality,8086558554246536
EXIT #9,UNKNOWN,5116710005701384
CLOVERLY ST,County,3963453046762053
PLATT RIDGE DR,County,3088825092017169
BOWMAN ACRES LA,County,5126708734922184
WEDGEWOOD RD,County,559290236914903
NORMAN DR,County,2704746831746605
GATLIN DR,County,6542612294428639
ELDRID DR,County,2387486292061660
SPAATZ PL,Municipality,7577693737819999
GREENBROOK DR,County,904977290727192
FORSTON DR,County,452677113527059
SUMMIT AVE,Municipality,2408073488269899
ISLESWOOD TERR,UNKNOWN,7462012729540690
GREGG RD,County,2719519409606958
KILGORE RD,County,3376079421412249
ENT TO NATIONAL NAVAL MEDICAL CTR,UNKNOWN,6434011976443352
RAMP 5 FR MD 187 SB TO RAMP 4 (TO IS270),Ramp,3711435093709322
CHEVY CHASE CIR,Maryland (State),8211418571043658
CREAMERY HILL DR,County,7138094734375042
LAWSON PL,County,4774023417201092
LOCHAVEN DR,County,211571514714496
ROSEWOOD MANOR LA,County,2382223651461827
PRESERVE PKWY,Municipality,2521702506003275
RAMP 6 FR MIDDLEBROOK RD EB TO IS 270 SB,Ramp,4862366048650206
KARDWRIGHT CT,County,8582733025180970
DEERWATER DR,UNKNOWN,7226994130945051
ENT TO SENECA STATE PARK,Service Road,8794922981632464
OBSERVATION DR,UNKNOWN,9795390260589198
LIGON LA,Other Public Roadway,2233457015160854
SPRING TREE DR,County,4304283554528522
BURKHART ST,County,7904477741968842
STRUC #M0010 LITTLE BENNETT CREEK,UNKNOWN,5020535416191153
ELSMERE AVE,County,774105699436509
OAK HILL RD,County,518260510994549
GOLDEN VALLEY LA,County,8691138557857142
HELLINGLY PL,UNKNOWN,2767775712019532
N CAMPUS DR,Service Road,1067321181405621
ROSEHILL DR,County,5598410772838034
TAFT ST,UNKNOWN,9105821659401956
FALCONWOOD PL,County,2358890660050632
DUNSTER RD,Municipality,4294062256698315
NW EASTERN AVE (DC MAINT),UNKNOWN,3183928076703925
SPARROW VALLEY DR,County,8808606131732164
POMMEL DR,County,1765351298816336
GALWAY BAY CIR,UNKNOWN,3673509527385062
STRUC #M0201 ROCK CREEK,UNKNOWN,6237494262298595
CROGHAN RD,County,8396956064321010
WALDEN RD,County,715874409751459
ENT TO NORWOOD SCHOOL,UNKNOWN,5671853926187642
SOMERSET TERRACE,Other Public Roadway,5825651461422676
VALLEY ST,County,8025050662391754
GRAND ELM ST,County,1202580142009094
STRUC #M0070 NORTH BRANCH ROCK CREEK,UNKNOWN,3211645799110544
HAMILTON SPRING CT,County,6476077169197161
WELSH RD,County,6024258902937621
BOLTON DR,County,4065453210497752
TULIP HILL TERR,County,8793767637874713
OLD BUCKLODGE LA,County,3059937423323269
GRANT AVE #2,Municipality,3699322259282068
SNIDER LA,County,3629883711764082
PLUM CREEK DR,County,8195670467518485
PRIMROSE ST,Municipality,5234157753279932
BROSCHART RD,County,3959384605791654
CLEVES LA,County,3812507861160991
BEECH TREE RD,County,8431981656414478
GOLD KETTLE DR,Municipality,3155062298410822
KENTLAND AVE,Municipality,3186554766307875
JERUSALEM CHURCH RD,County,5833403381701210
GLOXINIA DR,County,585361556386073
E IRVING ST,Municipality,5029115084634022
ENT TO HOLY TRINITY CATHOLIC CHURCH,UNKNOWN,6310386228031641
BLACK ROCK RD,County,9796556405988065
ALDERLEAF DR,County,7615512430288984
OXBRIDGE DR,County,1060531576609124
FLOWER HILL TERR,County,4987842412812532
LONG PINE TRAIL,County,9434107215011831
OAKLAND HILLS BLVD,UNKNOWN,6939599930105441
WINDMILL LA,County,1710253730467271
GALWAY CT,County,4008643288852250
EVANSTON ST,County,2326689671168857
BLACKBURN LANE,UNKNOWN,6010792780699402
TOWNE CREST DR,County,4133229606951041
GRAND ELM ST,Other Public Roadway,4781810261810758
MT EVEREST LA,Other Public Roadway,8857131703214359
PRIVATE DR,UNKNOWN,8522077401678951
BEEHIVE LA,County,8240120055425267
COG WHEEL WAY,County,6707092761693842
ARIZONA CIR,UNKNOWN,6668512276192540
ENT TO KEN-GAR PALISADES PARK,UNKNOWN,9778247923264474
TWIN VALLEY CT,County,6173591388463561
BARR RD,County,9521950544045697
HERMLEIGH RD,County,9788678419959053
HOLTON LANE,UNKNOWN,6933583575929306
BRIGHTVIEW ST,County,2048608360165072
SHOTLEY BRIDGE PL,UNKNOWN,8671941027799930
MEADOW HALL DR,UNKNOWN,8342193217992853
SPUR TO DIAMONDBACK DR,UNKNOWN,6826815309061840
SUNNYSIDE RD,County,7024374218952364
SEMINARY,UNKNOWN,1170098975779627
DINO DR,County,1451770581542318
RAMP 3 FR SHADY GROVE RD WB TO MD200A NB,Ramp,6933879319539723
LAYTONSVILLE DISTRICT VFD,UNKNOWN,9717663932365803
BELL BLUFF RD,County,5950496170303695
ENT. TO PARKING GARAGE,UNKNOWN,2382782918211585
WHITE HAWK WAY,UNKNOWN,2215688170759860
DOVEDALE WAY,UNKNOWN,1354946275169393
ARDENNES AVE,Municipality,3263159191236872
VALLEY STREAM DR,Municipality,3462134381544490
MEREDITH AVE,County,8293758635659938
MAGNOLIA DR,Other Public Roadway,5331805983506320
SULKY LA,County,614288016580673
KIMBALL PL,County,8542609922588756
E WAYNE AVE,County,6493547405521258
RAMP 4 FR MD 355 NB TO IS 495 EB,Ramp,7524675188574900
HYDRUS RD,County,1666132118260957
PARKEDGE DR,County,2683303160058201
SUNNYSIDE CT,Municipality,5956048249507943
MCKINLEY ST,County,8096864911594515
LYNDENWOOD AVE,County,6944592315482677
GLENDALE RD,County,9829260116017662
ENT TO BUSINESS PARK,UNKNOWN,4782422142713352
TWELVE OAKS DR,Municipality,3147351114998826
POST LA,County,7373617452112981
SHOREHAM DR,County,9590827738499705
MARIANNA DR,County,8686350255253749
BREWER HOUSE RD,UNKNOWN,9801356091740410
JOSIAH HENSON PKWY,UNKNOWN,269365190249815
WENTWORTH PLACE,UNKNOWN,9803974712701325
SHANANDALE DR,County,6826977313241079
N VAN BUREN ST,Municipality,9860298190669040
KILDONAN DR,County,2751997421495420
OAKRIDGE AVE,Municipality,7603193238449664
ADMIRALTY DR,County,8584750101644239
RAMP 8 FR IS 270 SB TO MD 121 WB,Ramp,3735796951444641
RAMP 7 FR RAMP 2 (FR IS270) TO MD 187 SB,Ramp,1974855925286583
MAYFLOWER DR,County,7264463451508070
STONEBRIDGE TERR,County,3377842034351285
SAPLING RIDGE LA,County,5901990249336285
GALCIER LILY DR,UNKNOWN,9608479353779310
OLNEY POST OFFICE,UNKNOWN,8934842956990648
LIBERTY MILL RD,County,6772207797812596
SHREWSBURY CT,County,8701733579739579
RAMP 2 FR SHADY GROVE RD EB TO RAMP 3,Ramp,3975308615174447
ALLEY #3,Municipality,2421733941534985
PRESTWOOD DR,County,3050262366594741
RAMP 2 FR IS 495 WB TO MD 187 NB,Ramp,5863554063441649
SMOOTHSTONE WAY,Other Public Roadway,8445381490760114
CHANUTE DR,County,534659421387544
POST OFFICE RD,County,467291067035697
RAMP 6 FR IS 270 EB TO MD 355 SB,Ramp,1538525533816470
MANOR CIR,Municipality,9436819549531091
JUPITER ST,County,2663902682858374
EGGERT DR,County,5457543264193592
EXIT #5,UNKNOWN,7962872017968716
PLEASANT RD,UNKNOWN,4336938874349066
VENICE PL,County,7569860429050608
ENT TO KENSINGTON SHOPPING CENTER,UNKNOWN,1138231941616500
CATOCTIN DR,County,3505695594849125
VALLEY PARK TERR,UNKNOWN,7173733411790743
IRON GATE RD,County,9278042209823656
ADRIAN ST,County,4095515818118390
GRIFFITH RD,County,9397440209023775
WELLSPRING AVE.,UNKNOWN,5439561248248809
SPUR TO FALLSGROVE DR,UNKNOWN,4314735378419074
COLUMBIA AVE,Municipality,3874772925794604
NANTUCKET PL,County,4288945616971241
CEDARWOOD DR,UNKNOWN,313385589640098
AFTERNOON LA,UNKNOWN,3628002377547503
GREAT SENECA HWY,UNKNOWN,3850913574770405
WATKINS MEADOW DR,County,3102616336934109
DORSEY LA,Other Public Roadway,5488834267109193
AVAMERE ST,County,9340149821950950
BONNETT ST,County,2196802361014739
WATKINS MILL RD.,UNKNOWN,2063747751470706
SWAINS LOCK RD,County,5242691455894041
MILLER AVE,County,8813593546071819
SPUR TO WOODMONT AVE,UNKNOWN,2234370747196932
FAULKNER PL,County,9782606235463630
RAMP 6 FR RAMP 3 (FR IS495) TO MD 185 SB,Ramp,994852232231594
OVERLOOK PARK DR,UNKNOWN,7749516720780998
WELLWOOD RD,County,7085904359176717
WILLOW AVE,Municipality,5906332204574306
BESTOR DR,County,7588099294051767
MINK HOLLOW RD,County,7535598616073763
STONEYHILL DR,County,1863503267018215
ASTRODOME DR,Other Public Roadway,9985187969023792
NORCROSS WAY,County,3205155914159422
CAPITOL CRESCENT TRAIL BRIDGE,UNKNOWN,9450016671255928
HARRINGTON DR,County,5478073601071092
MANSFIELD RD,County,3007388651558513
NUTWOOD CT,County,1103314148271075
ROYAL CROWN DR,County,812688446810673
DAYBREAK CT,County,6562012323587688
RAMP 7 FR MD 121 WB TO IS 270 SB,Ramp,9612579457371280
CHILDRESS TER,UNKNOWN,1129163763816612
HENRY RD,Municipality,9444733379883552
TRUMPET PL,County,467194322285445
CRYSTAL ROCK CT,UNKNOWN,1888293659968867
PAWNEE DR,Other Public Roadway,4959708461665262
RAMP 3 FR RAMP 6 (FR IS495) TO MD 187 NB,Ramp,6998434955509577
BRIGGS CHANEY RD,Other Public Roadway,7303675257666157
SPUR FR MUDDY BRANCH RD,UNKNOWN,7850787499862890
SPUR TO MD 119,UNKNOWN,933971562254259
CERVANTES AVE,County,6458854705176089
SPUR TO ASPEN HILL RD,UNKNOWN,4376546908459172
ROAD END - GATE/BARRICADE,UNKNOWN,5612077864466657
BLACKSMITH DR,UNKNOWN,2452118506467312
ADDENBROOK WAY,Other Public Roadway,5664634390412948
HANNANS WAY,County,3046881917457544
MATENY RD (AHEAD),County,332478399629665
SPUR TO MD 27,UNKNOWN,8019615234881193
HILLCREST PL #2,Municipality,410139279402
CORY TERR,County,352636184138290
WYNNWOOD RD,County,4743308515527057
CRISFIELD RD,County,4493924383412789
BUCKINGHAM DR,County,5762962461647953
COLD SPRING RD,County,8177396408639674
MERRIFIELDS DR,County,4133213155737184
CROWN POINT WAY,UNKNOWN,1454028184911813
SPUR TO PARTNERSHIP RD,UNKNOWN,4555311353117595
WOODFIELD SCHOOL RD,County,7494929546992858
WINDBROOKE DR,UNKNOWN,4384089933767230
LAYHILL VALLEY CT,County,2148933341567504
GREENSIDE TERR,County,7296970788160657
RAMP 8 FR IS 270Y SB TO DEMOCRACY BLVD,Ramp,4685940418572156
DUMFRIES CIR,UNKNOWN,2845789328458433
BELFAST RD,County,7272540514845411
NO NAME,County,4363402362147662
EXIT #2,UNKNOWN,8954617032597127
MOHICAN RD,County,8024115394346505
SPUR TO MD 124,UNKNOWN,8817667362004583
BANTRY WAY,UNKNOWN,6421178475810455
